elementId,enterpriseId,name,dataType,status,description,structure,references
TBD,,applicationDescription,string,current,"Specifies the description of an application.",,
TBD,,addressType,string,current,"A set of types that specifies the type of address that is expressed in an address subject (e.g. ethernet, modbus, zigbee).",,
TBD,,rawlowCategory,string,current,"Specifies the set of categories associated with the low sensitivity but in its raw context.",,
TBD,,auditKeyWow64Res,enumeration,current,"","AUDIT_FAILURE;0x1;The audit type AUDIT_FAILURE is used to perform audits on all unsuccessful occurrences of specified events when auditing is enabled.||AUDIT_NONE;0x2;The audit type AUDIT_NONE is used to cancel all auditing options for the specified events.||AUDIT_SUCCESS;0x3;The audit type AUDIT_SUCCESS is used to perform audits on all successful occurrences of the specified events when auditing is enabled.||AUDIT_SUCCESS_FAILURE;0x4;The audit type AUDIT_SUCCESS_FAILURE is used to perform audits on all successful and unsuccessful occurrences of the specified events when auditing is enabled.||;0x5;The empty string value is permitted here to allow for detailed error reporting.||",
TBD,,addressValue,string,current,"A value that expresses a generic network address.",,
TBD,,creationTimestamp,dateTimeSeconds,current,"The date and time when the posture information was created by a SACM Component.",,
TBD,,aTime,dateTimeSeconds,current,"The time that the file was last accessed.",,
TBD,,userId,unsigned32,current,"The numeric user id.",,
TBD,,waitStatus,enumeration,current,"Specifies whether the server that is invoked by inetd will take over the listening socket associated with the service, and whether once launched, inetd will wait for that server to exit, if ever, before it resumes listening for new service requests. The legal values are ""wait"" or ""nowait"".","wait;0x1;The value of 'wait' specifies that the server that is invoked by inetd will take over the listening socket associated with the service, and once launched, inetd will wait for that server to exit, if ever, before it resumes listening for new service requests.||nowait;0x2;The value of 'nowait' specifies that the server that is invoked by inetd will not wait for any existing server to finish before taking over the listening socket associated with the service.||;0x3;The empty string value is permitted here to allow for detailed error reporting.||",
TBD,,registryHive,enumeration,current,"The hive that the registry key belongs to.","HKEY_CLASSES_ROOT;0x1;This registry subtree contains information that associates file types with programs and configuration data for automation (e.g. COM objects and Visual Basic Programs).||HKEY_CURRENT_CONFIG;0x2;This registry subtree contains configuration data for the current hardware profile.||HKEY_CURRENT_USER;0x3;This registry subtree contains the user profile of the user that is currently logged into the system.||HKEY_LOCAL_MACHINE;0x4;This registry subtree contains information about the local system.||HKEY_USERS;0x5;This registry subtree contains user-specific data.||;0x6;The empty string value is permitted here to allow for detailed error reporting.||",
TBD,,ipVersion,unsigned8,current,"The IP version field in the IP packet header.",,
TBD,,serviceStart,boolean,current,"Specifies whether or not permission is granted to start the service.",,
TBD,,lockoutObservationWindow,unsigned32,current,"Specifies the maximum time, in seconds, that can elapse between any two failed logon attempts before lockout occurs.",,
TBD,,auditFileDeleteChild,enumeration,current,"Right to delete a directory and all the files it contains (its children), even if the files are read-only.","AUDIT_FAILURE;0x1;The audit type AUDIT_FAILURE is used to perform audits on all unsuccessful occurrences of specified events when auditing is enabled.||AUDIT_NONE;0x2;The audit type AUDIT_NONE is used to cancel all auditing options for the specified events.||AUDIT_SUCCESS;0x3;The audit type AUDIT_SUCCESS is used to perform audits on all successful occurrences of the specified events when auditing is enabled.||AUDIT_SUCCESS_FAILURE;0x4;The audit type AUDIT_SUCCESS_FAILURE is used to perform audits on all successful and unsuccessful occurrences of the specified events when auditing is enabled.||;0x5;The empty string value is permitted here to allow for detailed error reporting.||",
TBD,,auditKeyQueryValue,enumeration,current,"","AUDIT_FAILURE;0x1;The audit type AUDIT_FAILURE is used to perform audits on all unsuccessful occurrences of specified events when auditing is enabled.||AUDIT_NONE;0x2;The audit type AUDIT_NONE is used to cancel all auditing options for the specified events.||AUDIT_SUCCESS;0x3;The audit type AUDIT_SUCCESS is used to perform audits on all successful occurrences of the specified events when auditing is enabled.||AUDIT_SUCCESS_FAILURE;0x4;The audit type AUDIT_SUCCESS_FAILURE is used to perform audits on all successful and unsuccessful occurrences of the specified events when auditing is enabled.||;0x5;The empty string value is permitted here to allow for detailed error reporting.||",
TBD,,osRelease,string,current,"Specifies the build version.",,
TBD,,commandLine,string,current,"The string used to start the process. This includes any parameters that are part of the command line.",,
TBD,,fileeffectiverights,list,current,"Stores the effective rights of a file that a discretionary access control list (DACL) structure grants to a specified trustee. The trustee's effective rights are determined checking all access-allowed and access-denied access control entries (ACEs) in the DACL.","list(filepath,path,filename,trusteeSid,trusteeName,standardDelete,standardReadControl,standardWriteDac,standardWriteOwner,standardSynchronize,accessSystemSecurity,genericRead,genericWrite,genericExecute,genericAll,fileReadData,fileWriteData,fileAppendData,fileReadEa,fileWriteEa,fileExecute,fileDeleteChild,fileReadAttributes,fileWriteAttributes,windowsView)",
TBD,,minPasswdAge,unsigned32,current,"Specifies the minimum number of seconds that can elapse between the time a password changes and when it can be changed again. A value of zero indicates that no delay is required between password updates.",,
TBD,,type,enumeration,current,"The type of data model use to represent some set of endpoint information. The following table lists the set of data models supported by SACM.","TBD;;||",
TBD,,mibContextName,string,current,"This Information Element denotes that a MIB Context Name is specified for a MIB field being exported over IPFIX. Reference [RFC3411] section 3.3.",,
TBD,,priority,unsigned32,current,"The scheduling priority with which the process runs.",,
TBD,,globallyUniqueIdentifier,unsigned8,current,"TODO.",,
TBD,,sourceMacAddress,macAddress,current,"The IEEE 802 source MAC address field.",,
TBD,,user,list,current,"Specifies the groups to which a user belongs.","list(username,enabled,group,lastLogon)",
TBD,,informationElementId,unsigned16,current,"This Information Element contains the ID of another Information Element.",,
TBD,,auditKeyNotify,enumeration,current,"","AUDIT_FAILURE;0x1;The audit type AUDIT_FAILURE is used to perform audits on all unsuccessful occurrences of specified events when auditing is enabled.||AUDIT_NONE;0x2;The audit type AUDIT_NONE is used to cancel all auditing options for the specified events.||AUDIT_SUCCESS;0x3;The audit type AUDIT_SUCCESS is used to perform audits on all successful occurrences of the specified events when auditing is enabled.||AUDIT_SUCCESS_FAILURE;0x4;The audit type AUDIT_SUCCESS_FAILURE is used to perform audits on all successful and unsuccessful occurrences of the specified events when auditing is enabled.||;0x5;The empty string value is permitted here to allow for detailed error reporting.||",
TBD,,administrativeDomainType,string,current,"A label the is supposed to uniquely identify an administrative domain.",,
TBD,,dataOrigin,string,current,"A label that uniquely identifies a SACM component in and across SACM domains.",,
TBD,,description,string,current,"Specifies the description of the service.",,
TBD,,localAddress,ipAddress,current,"This is the IP address being listened to. Note that the IP address can be IPv4 or IPv6.",,
TBD,,groupSidInfo,list,current,"Specifies the different users and subgroups, that directly belong to specific groups (identified by SID).","list(groupSid,userSid,subgroupSid)",
TBD,,flags,string,current,"Specifies miscellaneous settings associated with the service with executing a program.",,
TBD,,jobAccessAdminister,boolean,current,"",,
TBD,,interfaceFlags,unsigned16,current,"This information element specifies the flags associated with a network interface. Possible values include:",,
TBD,,onlyFrom,ipAddress,current,"Specifies the remote hosts to which the service is available.",,
TBD,,softwareIdentifier,string,current,"A globally unique identifier for a particular software application.",,
TBD,,systemdunitdependency,list,current,"Stores the dependencies of the systemd unit.","list(unit,dependency)",
TBD,,auditGenericWrite,enumeration,current,"Write access.","AUDIT_FAILURE;0x1;The audit type AUDIT_FAILURE is used to perform audits on all unsuccessful occurrences of specified events when auditing is enabled.||AUDIT_NONE;0x2;The audit type AUDIT_NONE is used to cancel all auditing options for the specified events.||AUDIT_SUCCESS;0x3;The audit type AUDIT_SUCCESS is used to perform audits on all successful occurrences of the specified events when auditing is enabled.||AUDIT_SUCCESS_FAILURE;0x4;The audit type AUDIT_SUCCESS_FAILURE is used to perform audits on all successful and unsuccessful occurrences of the specified events when auditing is enabled.||;0x5;The empty string value is permitted here to allow for detailed error reporting.||",
TBD,,keyNotify,boolean,current,"",,
TBD,,applicationType,string,current,"A set of types (FIXME maybe a finite set is not realistic here - value not enumerator?) that identifies the type of (user-space) application (e.g. text-editor, policy-editor, service-client, service-server, calender, rouge-like RPG).",,
TBD,,port,unsigned32,current,"The port entity specifies the port used by the service.",,
TBD,,homeDir,string,current,"The user's home directory.",,
TBD,,targetEndpoint,category,current,"Information that identifies a target endpoint on the network. This may be a set of attributes that can be used to identify an endpoint on the network or a label that is unique to a SACM domain.","category(targetEndpointIdentifier |targetEndpointLabel)",
TBD,,property,string,current,"The property associated with a systemd unit.",,
TBD,,auditFileReadAttributes,enumeration,current,"Grants the right to read file attributes.","AUDIT_FAILURE;0x1;The audit type AUDIT_FAILURE is used to perform audits on all unsuccessful occurrences of specified events when auditing is enabled.||AUDIT_NONE;0x2;The audit type AUDIT_NONE is used to cancel all auditing options for the specified events.||AUDIT_SUCCESS;0x3;The audit type AUDIT_SUCCESS is used to perform audits on all successful occurrences of the specified events when auditing is enabled.||AUDIT_SUCCESS_FAILURE;0x4;The audit type AUDIT_SUCCESS_FAILURE is used to perform audits on all successful and unsuccessful occurrences of the specified events when auditing is enabled.||;0x5;The empty string value is permitted here to allow for detailed error reporting.||",
TBD,,auditFileWriteAttributes,enumeration,current,"Grants the right to change file attributes.","AUDIT_FAILURE;0x1;The audit type AUDIT_FAILURE is used to perform audits on all unsuccessful occurrences of specified events when auditing is enabled.||AUDIT_NONE;0x2;The audit type AUDIT_NONE is used to cancel all auditing options for the specified events.||AUDIT_SUCCESS;0x3;The audit type AUDIT_SUCCESS is used to perform audits on all successful occurrences of the specified events when auditing is enabled.||AUDIT_SUCCESS_FAILURE;0x4;The audit type AUDIT_SUCCESS_FAILURE is used to perform audits on all successful and unsuccessful occurrences of the specified events when auditing is enabled.||;0x5;The empty string value is permitted here to allow for detailed error reporting.||",
TBD,,layer2InterfaceType,string,current,"A set of types referenced by IANA ifType.",,
TBD,,registeredServiceType,enumeration,current,"Specifies the type of internet service.","INTERNAL;0x1;The INTERNAL type is used to describe services like echo, chargen, and others whose functionality is supplied by xinetd itself.||RPC;0x2;The RPC type is used to describe services that use remote procedure call ala NFS.||UNLISTED;0x3;The UNLISTED type is used to describe services that aren't listed in /etc/protocols or /etc/rpc.||TCPMUX;0x4;The TCPMUX type is used to describe services that conform to RFC 1078. This type indiciates that the service is responsible for handling the protocol handshake.||TCPMUXPLUS;0x5;The TCPMUXPLUS type is used to describe services that conform to RFC 1078. This type indicates that xinetd is responsible for handling the protocol handshake.||;0x6;The empty string value is permitted here to allow for detailed error reporting.||",
TBD,,networkInterfaceName,string,current,"A label that uniquely identifies an interface associated with a distinguishable endpoint.",,
TBD,,auditAccessSystemSecurity,enumeration,current,"Indicates access to a system access control list (SACL).","AUDIT_FAILURE;0x1;The audit type AUDIT_FAILURE is used to perform audits on all unsuccessful occurrences of specified events when auditing is enabled.||AUDIT_NONE;0x2;The audit type AUDIT_NONE is used to cancel all auditing options for the specified events.||AUDIT_SUCCESS;0x3;The audit type AUDIT_SUCCESS is used to perform audits on all successful occurrences of the specified events when auditing is enabled.||AUDIT_SUCCESS_FAILURE;0x4;The audit type AUDIT_SUCCESS_FAILURE is used to perform audits on all successful and unsuccessful occurrences of the specified events when auditing is enabled.||;0x5;The empty string value is permitted here to allow for detailed error reporting.||",
TBD,,addressMaskValue,string,current,"A value that expresses a generic address subnetting bitmask.",,
TBD,,sourceIPv4Prefix,ipv4Address,current,"IPv4 source address prefix.",,
TBD,,mibSubIdentifier,unsigned32,current,"A non-negative sub-identifier of an Object Identifier (OID).",,
TBD,,username,string,current,"The name of the user.",,
TBD,,standardWriteOwner,boolean,current,"The right to change the owner in the object's security descriptor.",,
TBD,,keyQueryValue,boolean,current,"Specifies whether or not permission is granted to query the key's value.",,
TBD,,standardReadControl,boolean,current,"The right to read the information in the object's security descriptor, not including the information in the SACL.",,
TBD,,process,list,current,"Information about a process running on an endpoint.","list(commandLine,pid,ppid,priority,startTime)",
TBD,,statementType,string,current,"A set of types that define the type of content that is included in a SACM statement (e.g. Observation, DirectoryContent, Correlation, Assessment, Guidance, Event).",,
TBD,,userSid,string,current,"Represents the SID of a particular user.",,
TBD,,emailAddress,string,current,"A value that expresses an email-address.",,
TBD,,mibObjectDescription,string,current,"The value of the DESCRIPTION clause of an MIB object type definition.",,
TBD,,discoverer,string,current,"A label that refers to the SACM component that discovered a target endpoint (can be used in a target-endpoint subject to express, for example, that the target endpoint was authenticated by that SACM component).",,
TBD,,lowCategory,string,current,"Specifies the set of categories associated with the low sensitivity.",,
TBD,,networkZoneLocation,string,current,"The zone location of an endpoint on the network (e.g. internet, enterprise DMZ, enterprise WAN, enclave DMZ, enclave).",,
TBD,,superInterfaceLabel,string,current,"a unique label a super network interface (e.g. a physical interface a tunnel interface terminates on) can be referenced with.",,
TBD,,webSite,string,current,"a URI that references a web-site.",,
TBD,,exporterIPv6Address,ipv6Address,current,"The IPv6 address used by the Exporting Process. This is used by the Collector to identify the Exporter in cases where the identity of the Exporter may have been obscured by the use of a proxy.",,
TBD,,minPasswdLen,unsigned32,current,"Specifies the minimum allowable password length. Valid values for this element are zero through PWLEN.",,
TBD,,printerAccessAdminister,boolean,current,"",,
TBD,,ipv6AddressSubnetMaskCidrNotation,string,current,"An IPv6 subnet bitmask in CIDR notation.",,
TBD,,auditKeyWow6464Key,enumeration,current,"","AUDIT_FAILURE;0x1;The audit type AUDIT_FAILURE is used to perform audits on all unsuccessful occurrences of specified events when auditing is enabled.||AUDIT_NONE;0x2;The audit type AUDIT_NONE is used to cancel all auditing options for the specified events.||AUDIT_SUCCESS;0x3;The audit type AUDIT_SUCCESS is used to perform audits on all successful occurrences of the specified events when auditing is enabled.||AUDIT_SUCCESS_FAILURE;0x4;The audit type AUDIT_SUCCESS_FAILURE is used to perform audits on all successful and unsuccessful occurrences of the specified events when auditing is enabled.||;0x5;The empty string value is permitted here to allow for detailed error reporting.||",
TBD,,mibObjectSyntax,string,current,"The value of the SYNTAX clause of an MIB object type definition, which may include a Textual Convention or Subtyping. See [RFC2578].",,
TBD,,sharedresourceauditedpermissions,list,current,"Stores the audited access rights of a shared resource that a system access control list (SACL) structure grants to a specified trustee. The trustee's audited access rights are determined checking all access control entries (ACEs) in the SACL.","list(netname,trusteeSid,standardDelete,standardReadControl,standardWriteDac,standardWriteOwner,standardSynchronize,accessSystemSecurity,genericRead,genericWrite,genericExecute,genericAll)",
TBD,,inetlisteningserver,list,current,"Stores the results of checking for network servers currently active on a system. It holds information pertaining to a specific protocol-address-port combination.","list(transportProtocol,localAddress,localPort,localFullAddress,programName,foreignAddress,foreignPort,foreignFullAddress,pid,userId)",
TBD,,chgReq,unsigned32,current,"Describes how long a user can keep a password before the system forces her to change it.",,
TBD,,sgid,boolean,current,"Indicates whether the program runs with the gid (thus privileges) of the file's group owner, rather than the calling user's group.",,
TBD,,softwareCreator,string,current,"The software developer (e.g., vendor or author).",,
TBD,,collectionTaskType,string,current,"A set of types that defines how collected SACM content was acquired (e.g. network-observation, remote-acquisition, self-reported, derived, authority, verified).",,
TBD,,servicePause,boolean,current,"Specifies whether or not permission is granted to pause or continue the service.",,
TBD,,fileReadData,boolean,current,"Grants the right to read data from the file",,
TBD,,regkeyeffectiverights,list,current,"Stores the effective rights of a registry key that a discretionary access control list (DACL) structure grants to a specified trustee. The trustee's effective rights are determined checking all access-allowed and access-denied access control entries (ACEs) in the DACL.","list(registryHive,registryKey,trusteeSid,trusteeName,standardDelete,standardReadControl,standardWriteDac,standardWriteOwner,standardSynchronize,accessSystemSecurity,genericRead,genericWrite,genericExecute,genericAll,keyQueryValue,keySetValue,keyCreateSubKey,keyEnumerateSubKeys,keyNotify,keyCreateLink,keyWow6464Key,keyWow6432Key,keyWow64Res,windowsView)",
TBD,,registryKeyType,enumeration,current," Specifies the type of data stored by the registry key.","reg_binary;0x1;The reg_binary type is used by registry keys that specify binary data in any form.||reg_dword;0x2;The reg_dword type is used by registry keys that specify an unsigned 32-bit integer.||reg_dword_little_endian;0x3;The reg_dword_little_endian type is used by registry keys that specify an unsigned 32-bit little-endian integer. It is designed to run on little-endian computer architectures.||reg_dword_big_endian;0x4;The reg_dword_big_endian type is used by registry keys that specify an unsigned 32-bit big-endian integer. It is designed to run on big-endian computer architectures.||reg_expand_sz;0x5;The reg_expand_sz type is used by registry keys to specify a null-terminated string that contains unexpanded references to environment variables (for example, ""%PATH%"").||reg_link;0x6;The reg_link type is used by the registry keys for null-terminated unicode strings. It is related to target path of a symbolic link created by the RegCreateKeyEx function.||reg_multi_sz;0x7;The reg_multi_sz type is used by registry keys that specify an array of null-terminated strings, terminated by two null characters.||reg_none;0x8;The reg_none type is used by registry keys that have no defined value type.||reg_qword;0x9;The reg_qword type is used by registry keys that specify an unsigned 64-bit integer.||reg_qword_little_endian;0xA;The reg_qword_little_endian type is used by registry keys that specify an unsigned 64-bit integer in little-endian computer architectures.||reg_sz;0xB;The reg_sz type is used by registry keys that specify a single null-terminated string.||reg_resource_list;0xC;The reg_resource_list type is used by registry keys that specify a resource list.||reg_full_resource_descriptor;0xD;The reg_full_resource_descriptor type is used by registry keys that specify a full resource descriptor.||reg_resource_requirements_list;0xE;The reg_resource_requirements_list type is used by registry keys that specify a resource requirements list.||;0xF;The empty string value is permitted here to allow for detailed error reporting.||",
TBD,,simpleSoftwareVersion,string,current,"The version string for a software application that conforms to the format of a list of hierarchical non-negative integers separated by a single character delimiter format.",,
TBD,,sessionStateType,string,current,"A set of types a discernible session (an ongoing network interaction) can be in (e.g. Authenticating, Authenticated, Postured, Started, Disconnected).",,
TBD,,role,string,current,"Specifies the types that a process may transition to (domain transitions).",,
TBD,,storageTimestamp,dateTimeSeconds,current,"The date and time when the posture information was stored in a Repository.",,
TBD,,controlsAccepted,enumeration,current,"Specifies the control codes that a service will accept and process.","SERVICE_ACCEPT_NETBINDCHANGE;0x1;The SERVICE_ACCEPT_NETBINDCHANGE type means that the service is a network component and can accept changes in its binding without being stopped or restarted. The DWORD value that this corresponds to is 0x00000010.||SERVICE_ACCEPT_PARAMCHANGE;0x2;The SERVICE_ACCEPT_PARAMCHANGE type means that the service can re-read its startup parameters without being stopped or restarted. The DWORD value that this corresponds to is 0x00000008.||SERVICE_ACCEPT_PAUSE_CONTINUE;0x3;The SERVICE_ACCEPT_PAUSE_CONTINUE type means that the service can be paused or continued. The DWORD value that this corresponds to is 0x00000002.||SERVICE_ACCEPT_PRESHUTDOWN;0x4;The SERVICE_ACCEPT_PRESHUTDOWN type means that the service can receive pre-shutdown notifications. The DWORD value that this corresponds to is 0x00000100.||SERVICE_ACCEPT_SHUTDOWN;0x5;The SERVICE_ACCEPT_SHUTDOWN type means that the service can receive shutdown notifications. The DWORD value that this corresponds to is 0x00000004.||SERVICE_ACCEPT_STOP;0x6;The SERVICE_ACCEPT_STOP type means that the service can be stopped. The DWORD value that this corresponds to is 0x00000001.||SERVICE_ACCEPT_HARDWAREPROFILECHANGE;0x7;The SERVICE_ACCEPT_HARDWAREPROFILECHANGE type means that the service can receive notifications when the system's hardware profile changes. The DWORD value that this corresponds to is 0x00000020.||SERVICE_ACCEPT_POWEREVENT;0x8;The SERVICE_ACCEPT_POWEREVENT type means that the service can receive notifications when the system's power status has changed. The DWORD value that this corresponds to is 0x00000040.||SERVICE_ACCEPT_SESSIONCHANGE;0x9;The SERVICE_ACCEPT_SESSIONCHANGE type means that the service can receive notifications when the system's session status has changed. The DWORD value that this corresponds to is 0x00000080.||SERVICE_ACCEPT_TIMECHANGE;0xA;The SERVICE_ACCEPT_TIMECHANGE type means that the service can receive notifications when the system time changes. The DWORD value that this corresponds to is 0x00000200.||SERVICE_ACCEPT_TRIGGEREVENT;0xB;The SERVICE_ACCEPT_TRIGGEREVENT type means that the service can receive notifications when an event that the service has registered for occurs on the system. The DWORD value that this corresponds to is 0x00000400.||;0xC;The empty string value is permitted here to allow for empty elements associated with error conditions.||",
TBD,,default-depth,string,current,"A value that expresses how often a circular reference of subject is allowed to repeat, or how deep a recursive nesting may occur, respectively.",,
TBD,,accountName,string,current,"A label that uniquely identifies an account that can require some form of (user) authentication to access.",,
TBD,,firmwareId,string,current,"A label that represents the BIOS or firmware ID of a specific target endpoint.",,
TBD,,registryKey,string,current,"Describes the registry key. Note that the hive portion of the string should not be included, as this data can be found under the hive element.",,
TBD,,addressAssociationType,string,current,"A label the is supposed to uniquely identify an administrative domain.",,
TBD,,groupId,unsigned32,current,"The group owner of the file, by group number.",,
TBD,,informationElementRangeEnd,unsigned64,current,"Contains the inclusive high end of the range of acceptable values for an Information Element.",,
TBD,,layer4Protocol,string,current,"A set of types that express a layer 4 protocol (e.g. UDP or TCP).",,
TBD,,osName,string,current,"Specifies the operating system name.",,
TBD,,suid,boolean,current,"Indicates whether the program runs with the uid (thus privileges) of the file's owner, rather than the calling user.",,
TBD,,lockoutThreshold,unsigned32,current,"Specifies the number of invalid password authentications that can occur before an account is marked ""locked out.""",,
TBD,,userDirectory,string,current,"a label that identifies a specific type of user-directory (e.g. ldap, active-directory, local-user).",,
TBD,,registry,list,current,"Specifies information that can be collected about a particular registry key.","list(registryHive,registryKey,registryKeyName,lastWriteTime,registryKeyType,registryKeyValue,windowsView)",
TBD,,personLastName,string,current,"The last name of a natural person.",,
TBD,,networkAccessLevelType,string,current,"A set of types that expresses categories of network access-levels (e.g. block, quarantine, etc.).",,
TBD,,rawlowSensitivity,string,current,"Specifies the current sensitivity of a file or process but in its raw context.",,
TBD,,macAddressValue,string,current,"A value that expresses an Ethernet address.",,
TBD,,currentState,enumeration,current,"Specifies the current state of the service.","SERVICE_CONTINUE_PENDING;0x1;The SERVICE_CONTINUE_PENDING type means that the service has been sent a command to continue, however, the command has not yet been executed. The DWORD value that this corresponds||to is 0x00000005. SERVICE_PAUSE_PENDING;0x2;The SERVICE_PAUSE_PENDING type means that the service has been sent a command to pause, however, the command has not yet been executed. The DWORD value that this corresponds to is 0x00000006.||SERVICE_PAUSED;0x3;The SERVICE_PAUSED type means that the service is paused. The DWORD value that this corresponds to is 0x00000007.||SERVICE_RUNNING;0x4;The SERVICE_RUNNING type means that the service is running. The DWORD value that this corresponds to is 0x00000004.||SERVICE_START_PENDING;0x5;The SERVICE_START_PENDING type means that the service has been sent a command to start, however, the command has not yet been executed. The DWORD value that this corresponds to is 0x00000002.||SERVICE_STOP_PENDING;0x6;The SERVICE_STOP_PENDING type means that the service has been sent a command to stop, however, the command has not yet been executed. The DWORD value that this corresponds to is 0x00000003.||SERVICE_STOPPED;0x7;The SERVICE_STOPPED type means that the service is stopped. The DWORD value that this corresponds to is 0x00000001.||;0x8;The empty string value is permitted here to allow for empty elements associated with error conditions.||",
TBD,,statementGuid,string,current,"A label that expresses a global unique ID referencing a specific SACM statement that was produced by a SACM component.",,
TBD,,interfaceType,unsigned32,current,"The type of a network interface. The value matches the value of managed object 'ifType' as defined in [IANA registry ianaiftype-mib].",,
TBD,,inetAddr,ipAddress,current,"The IP address of the specific interface. Note that the IP address can be IPv4 or IPv6.",,
TBD,,networkName,string,current,"A label that is associated with a network. Some networks, for example, effective layer2-broadcast-domains are difficult to ""grasp"" and therefore quite difficult to name.",,
TBD,,ingressInterface,unsigned32,current,"The index of the IP interface where packets of this Flow are being received.  The value matches the value of managed object 'ifIndex' as defined in [RFC2863]. Note that ifIndex values are not assigned statically to an interface and that the interfaces may be renumbered every time the device's management system is re-initialized, as specified in [RFC2863].",,
TBD,,jobAccessRead,boolean,current,"",,
TBD,,countryCode,string,current,"A set of types according to ISO 3166-1.",,
TBD,,subgroupSid,string,current,"Represents the SID of a particular subgroup.",,
TBD,,mibObjectValueTimeTicks,unsigned32,current,"An IPFIX Information Element which denotes that the TimeTicks value of a MIB object will be exported. The MIB Object Identifier (""mibObjectIdentifier"") for this field MUST be exported in a MIB Field Option or via another means.  This Information Element is used for MIB objects with the Base Syntax of TimeTicks. The value is encoded as per the standard IPFIX Abstract Data Type of unsigned32.",,
TBD,,sourceTransportPort,unsigned16,current,"The source port identifier in the transport header. For the transport protocols UDP, TCP, and SCTP, this is the source port number given in the respective header.  This field MAY also be used for future transport protocols that have 16-bit source port identifiers.",,
TBD,,groupInfo,list,current,"Specifies the different users and subgroups, that directly belong to specific groups.","list(group,username,subgroup)",
TBD,,fileWriteData,boolean,current,"Grants the right to write data to the file.",,
TBD,,unitsReceived,string,current,"a value that represents a number of units (e.g. frames, packets, cells or segments) received on a network interface.",,
TBD,,mibObjectValueCounter,unsigned64,current,"An IPFIX Information Element which denotes that the counter value of a MIB object will be exported. The MIB Object Identifier (""mibObjectIdentifier"") for this field MUST be exported in a MIB Field Option or via another means.  This Information Element is used for MIB objects with the Base Syntax of Counter32 or Counter64 with IPFIX Reduced Size Encoding used as required. The value is encoded as per the standard IPFIX Abstract Data Type of unsigned64.",,
TBD,,keyWow64Res,boolean,current,"",,
